"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Dataset","Celltype","Comparison","Description_title_case","GOPathways"
"114","BP","GO:0032760","positive regulation of tumor necrosis factor production","38/2342","100/15618",0.38,2.53409052092229,6.46385702037629,1.40902847380684e-08,5.7387716840333e-06,4.81400404885586e-06,"Arid5a/Fzd5/Ncl/Fcgr2b/Cd84/Havcr2/Ccl4/Syk/Pik3r1/Zbtb20/Ager/Csf1r/Ifih1/Il1a/Lbp/Tlr2/Fcgr1/Tlr4/Ptafr/Tnfrsf8/Spon2/Tlr1/Ptpn11/Hspb1/Tnfrsf1a/Clec7a/Sphk2/Tlr3/Ccr5/Il23a/Ticam1/Cd2/Oas1c/Oas1b/Oas1a/Tlr9/Ccr2/Btk",38,"negative vs positive","negative","positive","Positive Regulation Of Tumor Necrosis Factor Production","Positive
Regulation
Of Tumor
Necrosis
Factor
Production"
"115","BP","GO:0032943","mononuclear cell proliferation","72/2342","265/15618",0.271698113207547,1.81186214008346,5.59844260106623,1.83250901223644e-07,3.2653019961788e-05,2.73911873407973e-05,"Slc11a1/Inpp5d/Fcgr2b/Arg1/Gja1/Vsir/Itgb2/Icosl/Cnn2/Dock2/Havcr2/Tnfsf13/Slfn2/Slc4a1/Foxj1/Btn2a2/Syk/Cd180/Bmp4/Lgals3/Rac2/Tnfrsf13c/Nckap1l/Emp2/Rasal3/H2-Aa/Ager/Cfb/Lst1/Ccnd3/Mzb1/Csf1r/Clcf1/Anxa1/Dock8/Prkcq/Rag2/Il1a/Bcl2l1/Ada/Sdc4/Vcam1/Tlr4/Pla2g5/Tnfrsf1b/Tnfrsf4/Slc4a2/P2rx7/Ptpn6/Cd4/Cd79a/Cd37/Lrrc32/Itgam/Tspan32/Igf2/Il12rb1/Cd276/Zc3h12d/Il23a/Il7r/H2-DMb2/Ticam1/Il12a/Cd22/Itgal/Cd209a/Cd209c/Il15/Tlr9/Ccr2/Btk",72,"negative vs positive","negative","positive","Mononuclear Cell Proliferation","Mononuclear
Cell
Proliferation"
"116","BP","GO:0032944","regulation of mononuclear cell proliferation","57/2342","203/15618",0.280788177339901,1.87248068048445,5.25521758553421,1.08300077474622e-06,0.000124418460593283,0.000104369193622898,"Inpp5d/Fcgr2b/Arg1/Vsir/Icosl/Cnn2/Havcr2/Tnfsf13/Slc4a1/Foxj1/Btn2a2/Syk/Bmp4/Lgals3/Rac2/Tnfrsf13c/Nckap1l/Rasal3/H2-Aa/Ager/Lst1/Mzb1/Csf1r/Clcf1/Anxa1/Prkcq/Il1a/Bcl2l1/Ada/Sdc4/Vcam1/Tlr4/Pla2g5/Tnfrsf1b/Tnfrsf4/Slc4a2/Ptpn6/Cd4/Cd37/Lrrc32/Tspan32/Igf2/Il12rb1/Cd276/Zc3h12d/Il23a/H2-DMb2/Ticam1/Il12a/Cd22/Itgal/Cd209a/Cd209c/Il15/Tlr9/Ccr2/Btk",57,"negative vs positive","negative","positive","Regulation Of Mononuclear Cell Proliferation","Regulation
Of
Mononuclear
Cell
Proliferation"
"117","BP","GO:0032946","positive regulation of mononuclear cell proliferation","33/2342","121/15618",0.272727272727273,1.81872525425045,3.79721933909903,0.000338176465942913,0.00918229623241187,0.00770262587090024,"Icosl/Havcr2/Tnfsf13/Slc4a1/Syk/Tnfrsf13c/Nckap1l/Rasal3/Ager/Csf1r/Clcf1/Anxa1/Prkcq/Il1a/Bcl2l1/Ada/Vcam1/Tlr4/Tnfrsf4/Cd4/Igf2/Il12rb1/Cd276/Il23a/H2-DMb2/Ticam1/Il12a/Itgal/Cd209c/Il15/Tlr9/Ccr2/Btk",33,"negative vs positive","negative","positive","Positive Regulation Of Mononuclear Cell Proliferation","Positive
Regulation
Of
Mononuclear
Cell
Proliferation"
"118","BP","GO:0033555","multicellular organismal response to stress","14/418","113/15618",0.123893805309735,4.62912308930008,6.42051976095867,1.9156164588811e-06,0.00529212019041204,0.00496311519093747,"Lypd1/Adcyap1/Cacna1b/Dbh/Scn3a/Scn9a/Bdnf/Crh/Penk/Ret/Grin2b/Gabra5/Calca/Slc6a2",14,"positive vs negative","positive","negative","Multicellular Organismal Response To Stress","Multicellular
Organismal
Response
To Stress"
"119","BP","GO:0033627","cell adhesion mediated by integrin","30/2342","78/15618",0.384615384615385,2.56486894830191,5.81913450479426,3.3754815705428e-07,5.06499892506186e-05,4.24880561123172e-05,"Itgb2/Itga7/Itgb4/Syk/Nckap1l/Snai2/Itgb5/Cyp1b1/Lpxn/Dpp4/Itgav/Ada/Efna1/Vcam1/Plpp3/Epha8/Epha2/Emilin1/Ptpn11/Ptpn6/Swap70/Itgam/Piezo1/Icam1/Jam3/Itga9/Itgb6/Itgal/Foxc2/Itga11",30,"negative vs positive","negative","positive","Cell Adhesion Mediated By Integrin","Cell
Adhesion
Mediated
By
Integrin"
"120","BP","GO:0033628","regulation of cell adhesion mediated by integrin","16/2342","41/15618",0.390243902439024,2.60240361583804,4.3149976480547,0.000151545996018026,0.00533404487219003,0.0044744964646258,"Syk/Nckap1l/Snai2/Cyp1b1/Lpxn/Dpp4/Ada/Efna1/Epha8/Epha2/Ptpn11/Ptpn6/Swap70/Piezo1/Jam3/Foxc2",16,"negative vs positive","negative","positive","Regulation Of Cell Adhesion Mediated By Integrin","Regulation
Of Cell
Adhesion
Mediated
By
Integrin"
"121","BP","GO:0034341","response to type II interferon","33/2342","117/15618",0.282051282051282,1.8809038954214,4.01698520205554,0.000171041718857733,0.00580523738646902,0.00486975921359361,"Slc11a1/Sp100/Rab7b/Arg1/Tgtp1/Irgm2/Igtp/Myo1c/Gch1/Cldn1/Parp14/Aqp4/Vim/Stxbp1/Gsn/Sirpa/Tlr2/Gbp5/Gbp7/Gbp2/Tlr4/Gbp9/Gbp4/Capg/Hpx/Ifitm2/Ifitm1/Tlr3/Il12rb1/Irf8/Casp1/Calcoco2/Trim21",33,"negative vs positive","negative","positive","Response To Type Ii Interferon","Response
To Type Ii
Interferon"
"122","BP","GO:0035150","regulation of tube size","44/2342","175/15618",0.251428571428571,1.67669147248994,3.78096381377264,0.000290697636913645,0.0083980247716554,0.00704473491524712,"Adora1/Atp1a2/Gja1/Tbxa2r/Egfr/Kcnmb1/Adora2b/Dock4/Hif1a/Bdkrb2/Agtr1a/Foxc1/Hrh2/Vstm4/Gch1/Dock5/Mas1/Cbs/Vegfa/Dusp5/Adra2b/Edn3/Gja5/Svep1/Nppa/Ucn/Sod3/Gper1/Cav1/Alox5/Kcnj8/Abcc9/Apoe/P2ry2/Adm/Scnn1b/Klf2/Icam1/Htr1b/Itga9/Cysltr1/Agtr1b/Foxc2/Smad6",44,"negative vs positive","negative","positive","Regulation Of Tube Size","Regulation
Of Tube
Size"
"123","BP","GO:0035296","regulation of tube diameter","44/2342","174/15618",0.252873563218391,1.68632763037781,3.82370905500479,0.000253804964991948,0.00773901556355128,0.00649192097339383,"Adora1/Atp1a2/Gja1/Tbxa2r/Egfr/Kcnmb1/Adora2b/Dock4/Hif1a/Bdkrb2/Agtr1a/Foxc1/Hrh2/Vstm4/Gch1/Dock5/Mas1/Cbs/Vegfa/Dusp5/Adra2b/Edn3/Gja5/Svep1/Nppa/Ucn/Sod3/Gper1/Cav1/Alox5/Kcnj8/Abcc9/Apoe/P2ry2/Adm/Scnn1b/Klf2/Icam1/Htr1b/Itga9/Cysltr1/Agtr1b/Foxc2/Smad6",44,"negative vs positive","negative","positive","Regulation Of Tube Diameter","Regulation
Of Tube
Diameter"
"124","BP","GO:0035590","purinergic nucleotide receptor signaling pathway","11/2342","24/15618",0.458333333333333,3.05646883005978,4.23455341874588,0.000315510570389517,0.00873321006000497,0.00732590716325991,"Cntn2/Adora1/Adora2b/P2rx3/Ada/P2ry13/Adora3/P2rx7/Hcar2/P2ry6/P2ry2",11,"negative vs positive","negative","positive","Purinergic Nucleotide Receptor Signaling Pathway","Purinergic
Nucleotide
Receptor
Signaling
Pathway"
"125","BP","GO:0036303","lymph vessel morphogenesis","12/2342","21/15618",0.571428571428571,3.81066243747713,5.41322937186199,9.81967363528836e-06,0.000583247698629315,0.000489260932003841,"Ptpn14/Prox1/Flt4/Foxc1/Acvrl1/Vegfa/Nfatc1/Svep1/Epha2/Pdpn/Tie1/Foxc2",12,"negative vs positive","negative","positive","Lymph Vessel Morphogenesis","Lymph
Vessel
Morphogenesis"
"126","BP","GO:0038084","vascular endothelial growth factor signaling pathway","25/2342","83/15618",0.301204819277108,2.00863230891114,3.86967883009633,0.000340990190733668,0.00921481548608234,0.00772990484756192,"Egfr/Flt4/Myo1c/Foxc1/Ror2/Fgfr4/Ntrk2/Spry2/Vegfa/Csf1r/Tcf4/Mertk/Musk/Tek/Epha8/Epha2/Emilin1/Fgfr3/Pdgfra/Cadm4/Fgfr2/Tspan32/Adgrg1/Il12a/Tie1",25,"negative vs positive","negative","positive","Vascular Endothelial Growth Factor Signaling Pathway","Vascular
Endothelial
Growth
Factor
Signaling
Pathway"
"127","BP","GO:0042060","wound healing","87/2342","332/15618",0.262048192771084,1.74751010875269,5.78226262424068,6.09655667913053e-08,1.51141592106097e-05,1.2678605743693e-05,"Dst/Col3a1/Cflar/Slc11a1/Vil1/Pla2g4a/Angptl1/F11r/Cnn2/Tbxa2r/Tspan8/Alox12/Fkbp10/Slc4a1/Evpl/Hif1a/Fntb/F13a1/Syk/Msx2/Ajuba/Ppara/Acvrl1/Snai2/Serpind1/Cldn1/Itgb5/Vegfa/Nfatc1/Anxa1/Myof/Hps6/Prkcq/Eng/Stxbp1/Itgav/Adra2b/Mertk/Il1a/Procr/Sdc4/Il6ra/Notch2/Rhoc/Svep1/Tlr4/Plpp3/Pdpn/Fgl2/Emilin1/Tec/Pdgfra/Cav1/Wnt7a/Alox5/Adipor2/Ptpn6/Vwf/Cd9/Tspan9/Clec7a/Gpr4/Apoe/Plaur/Cadm4/Tsku/Scnn1b/Scnn1g/Tspan32/Proz/Plat/Wfdc1/Yap1/Smad3/Cd109/Timp1/F8/F5/Clec10a/Apoh/F12/Lrg1/Itgb6/Grhl3/Pf4/Foxc2/Ccr2",87,"negative vs positive","negative","positive","Wound Healing","Wound
Healing"
"128","BP","GO:0042063","gliogenesis","94/2342","377/15618",0.249336870026525,1.66274262855434,5.47100961646232,2.28272074703137e-07,3.94426475744633e-05,3.30867083716445e-05,"Col3a1/Srgap2/Slc45a3/Cntn2/Sox13/Crb1/Myoc/Kcnj10/Dusp10/Adgrg6/Erbb3/Egfr/Atp1b2/Tmem98/Cntnap1/Itgb4/Id2/Prkch/Syne2/Gli3/Id4/Ror2/Ntrk2/Zcchc24/Zmiz1/Zfp488/Bmp4/Otx2/Mmp14/Ptk2b/Cysltr2/Enpp2/Sox10/Drd3/Olig2/Ager/Daam2/Gpr17/Csf1r/Sh3tc2/Apcdd1/Clcf1/Fas/Pfkfb3/Vim/Abca2/Mdk/Mal/Nkx2-2/Nkx2-2os/E2f1/B4galt5/Tlr2/Cers2/Tspan2/Tlr4/Nfib/Cdkn2b/Dab1/Plpp3/Pou3f1/Tnfrsf1b/Mfn2/Trp73/Hes5/Fgfr3/Prdm8/Ptpn11/Smo/Ntf3/Cd9/C5ar1/Ercc2/Mag/Lgi4/Sox6/Itgam/Nkx6-2/Sox1/Arhgef7/Nfix/Adgrg1/Fa2h/Cspg4/Trf/Lamb2/Mobp/Ndp/Cysltr1/Plp1/Gpm6b/Spint1/Rras/Ccr2",94,"negative vs positive","negative","positive","Gliogenesis","Gliogenesis"
"129","BP","GO:0042098","T cell proliferation","51/2342","188/15618",0.271276595744681,1.80905118374911,4.68738458973306,1.13223992928096e-05,0.00065071503422587,0.000545856322900987,"Slc11a1/Arg1/Gja1/Vsir/Itgb2/Icosl/Dock2/Havcr2/Slfn2/Slc4a1/Foxj1/Btn2a2/Syk/Bmp4/Lgals3/Rac2/Tnfrsf13c/Nckap1l/Rasal3/H2-Aa/Ager/Ccnd3/Anxa1/Dock8/Prkcq/Il1a/Sdc4/Vcam1/Pla2g5/Tnfrsf1b/Tnfrsf4/Slc4a2/P2rx7/Ptpn6/Cd4/Cd37/Lrrc32/Itgam/Tspan32/Igf2/Il12rb1/Cd276/Zc3h12d/Il23a/H2-DMb2/Il12a/Itgal/Cd209a/Cd209c/Il15/Ccr2",51,"negative vs positive","negative","positive","T Cell Proliferation","T Cell
Proliferation"
"130","BP","GO:0042110","T cell activation","117/2342","489/15618",0.239263803680982,1.59556878133628,5.62004601579178,8.84157804715126e-08,1.80052421517344e-05,1.51038085136298e-05,"Fzd5/Slc11a1/Sox13/Ly9/Cd48/Cd84/Slamf9/Dusp10/Arg1/Prdm1/Gja1/Vsir/Itgb2/Icosl/Dock2/Havcr2/Tcf7/Igtp/Tmem98/Slfn2/Rara/Slc4a1/Foxj1/Rsad2/Zfp36l1/Bcl11b/Gli3/Btn2a2/Irf4/Syk/Zmiz1/Bmp4/Lgals3/Rac2/Tnfrsf13c/Nckap1l/Runx1/Rasal3/H2-Oa/H2-Aa/H2-Eb1/Ager/Ccnd3/Vav1/Fzd8/Anxa1/Dock8/Fas/Prkcq/Apbb1ip/Traf2/Gsn/Dpp4/Itgav/Spi1/Mdk/Rag2/Dll4/Il1a/Sirpa/Sla2/Ada/Sdc4/Prex1/Cdh26/Il6ra/Tnfaip8l2/Vcam1/Ifnk/Pla2g5/Tnfrsf1b/Tnfrsf4/Fgl2/Slc4a2/Rhoh/P2rx7/Hspb1/Lfng/Cav1/Gimap1/Fancd2/Ptpn6/Cd4/Lag3/Nkg7/Cd37/Chrna7/Lrrc32/Itgam/Tspan32/Igf2/Il12rb1/Icam1/Mpzl2/Cd276/Smad3/Rora/Ccr9/Il1rl2/Pdcd1/Zc3h12d/Il23a/Tespa1/Nlrp3/Il7r/H2-DMb2/H2-Ob/Cd5/Il12a/Pf4/Gimap3/Itgal/Cd209a/Cd209c/Il15/Cd3g/Ccr2",117,"negative vs positive","negative","positive","T Cell Activation","T Cell
Activation"
"131","BP","GO:0042129","regulation of T cell proliferation","41/2342","149/15618",0.275167785234899,1.83500020059721,4.30137417127747,5.54917202640878e-05,0.00224406942514772,0.00188245148846596,"Arg1/Vsir/Icosl/Havcr2/Slc4a1/Foxj1/Btn2a2/Syk/Bmp4/Lgals3/Rac2/Tnfrsf13c/Nckap1l/Rasal3/H2-Aa/Ager/Anxa1/Prkcq/Il1a/Sdc4/Vcam1/Pla2g5/Tnfrsf1b/Slc4a2/Ptpn6/Cd4/Cd37/Lrrc32/Tspan32/Igf2/Il12rb1/Cd276/Zc3h12d/Il23a/H2-DMb2/Il12a/Itgal/Cd209a/Cd209c/Il15/Ccr2",41,"negative vs positive","negative","positive","Regulation Of T Cell Proliferation","Regulation
Of T Cell
Proliferation"
"132","BP","GO:0042330","taxis","89/2342","356/15618",0.25,1.66716481639624,5.34824185335154,4.20500174175421e-07,5.70879045987678e-05,4.78885411391757e-05,"Gpr35/Slamf9/Itgb2/Dock2/Ccl7/Ccl9/Ccl4/Ccl6/Pik3cg/Dock4/Rin3/Agtr1a/Nedd9/Syk/Opn4/Bmp4/Lgals3/Cmtm5/Ptk2b/Enpp2/Rac2/Nckap1l/Snai2/Gpsm3/Ager/Vegfa/Vav1/Ecscr/Csf1r/Anxa1/Ch25h/Prkcq/Eng/Tnfaip6/Dpp4/Itgav/Spi1/Mdk/Fgf7/Lbp/Elmo2/Prex1/Edn3/Vcam1/Ptgr1/Ptafr/Padi2/Epha2/Hgf/Pdgfra/Cxcl10/Cmklr1/Slc8b1/Hspb1/Il17rc/Alox5/Ntf3/C5ar2/C5ar1/Fes/Swap70/Itgam/Lsp1/Mtus1/Jam3/Smad3/Dapk2/Adam10/Ackr4/Sema3b/Ccrl2/Itga9/Ccr9/Ccr5/Cxcr6/Plxnb3/Cysltr1/Amot/Sell/Slamf8/Il23a/Lox/Agtr1b/Il12a/S100a7a/Pf4/Rho/Ccr1/Ccr2",89,"negative vs positive","negative","positive","Taxis","Taxis"
"133","BP","GO:0042475","odontogenesis of dentin-containing tooth","25/2342","78/15618",0.320512820512821,2.13739079025159,4.22951072047939,0.000114780029936545,0.00427761915489005,0.00358830723103996,"Wnt10a/Wnt6/Gli2/Edar/Fam20a/Bcl11b/Gli3/Foxc1/Msx2/Fst/Bmp4/Ppara/Trp63/Ctnna1/Apcdd1/Foxo1/Tnc/Slc4a2/Msx1/Pdgfra/Dmp1/Smo/Adm/Itgb6/Eda",25,"negative vs positive","negative","positive","Odontogenesis Of Dentin-Containing Tooth","Odontogenesis
Of
Dentin-Containing
Tooth"
"134","BP","GO:0042476","odontogenesis","32/2342","112/15618",0.285714285714286,1.90533121873856,4.03854797797921,0.000164107435482539,0.00568458811493076,0.00476855182747427,"Wnt10a/Wnt6/Gli2/Edar/Fam20a/Osr1/Bcl11b/Gli3/Foxc1/Aspn/Msx2/Fst/Bmp4/Ppara/Aqp6/Trp63/Ctnna1/Apcdd1/Foxo1/Wls/Tnc/Alpl/Slc4a2/Msx1/Pdgfra/Dmp1/Smo/Adm/Fgfr2/Sp7/Itgb6/Eda",32,"negative vs positive","negative","positive","Odontogenesis","Odontogenesis"
"135","BP","GO:0042552","myelination","44/2342","175/15618",0.251428571428571,1.67669147248994,3.78096381377264,0.000290697636913645,0.0083980247716554,0.00704473491524712,"Cntn2/Myoc/Kcnj10/Adgrg6/Erbb3/Tmem98/Rara/Cntnap1/Itgb4/Mir338/Id4/Ntrk2/Serinc5/Zfp488/Sox10/Srebf2/Olig2/Sh3tc2/Mbp/Abca2/Mall/Mal/B4galt5/Tlr2/Tspan2/Pou3f1/Tnfrsf1b/Hes5/Hgf/Fgfr3/Ntf3/Cd9/Ercc2/Mag/Lgi4/Cyfip1/Nkx6-2/Pllp/Fa2h/Jam3/Trf/Mobp/Plp1/Gpm6b",44,"negative vs positive","negative","positive","Myelination","Myelination"
"136","BP","GO:0042742","defense response to bacterium","63/2342","184/15618",0.342391304347826,2.28329094419485,7.35450456354094,5.33253050950046e-11,7.60152224129291e-08,6.37658385136055e-08,"Slc11a1/Adamts4/Slamf9/Stab2/Havcr2/Irgm2/Igtp/Wfdc17/Wfdc18/Evpl/Syk/Stab1/Ang/Tslp/Tnfaip8/Iigp1/Mpeg1/Rag2/Hck/Lbp/Slpi/Wfdc3/Tlr2/Fcgr1/Notch2/Gbp5/Gbp7/Gbp2/Tlr4/Fgr/Epha2/Isg15/Emilin1/Spon2/Gbp9/Gbp4/P2rx7/Ncf1/Cd4/Tnfrsf1a/C5ar1/Pglyrp1/Adm/Scnn1b/Irf8/Casp1/Trf/Slamf8/Il23a/Nlrp3/Epx/Naip5/Rnase6/Il7r/Gsdmd/Nlrc4/Prg2/Oas1c/Oas1b/Oas1a/Hp/Acp5/Tlr9",63,"negative vs positive","negative","positive","Defense Response To Bacterium","Defense
Response
To
Bacterium"
"137","BP","GO:0042832","defense response to protozoan","18/2342","32/15618",0.5625,3.75112083689155,6.54298535289792,7.83899002980678e-08,1.79509170837135e-05,1.50582375950071e-05,"Slc11a1/Arg1/Tgtp1/Tgtp2/Irgm2/Igtp/Irf4/Iigp1/Gbp7/Gbp2/Gbp9/Gbp4/Nkg7/Cd37/Tspan32/Irf8/Il12a/Pf4",18,"negative vs positive","negative","positive","Defense Response To Protozoan","Defense
Response
To
Protozoan"
"138","BP","GO:0043062","extracellular structure organization","72/2342","287/15618",0.250871080139373,1.67297375303874,4.83295177523314,4.56793064353073e-06,0.000329700513030534,0.00027657131038246,"Col9a1/Col3a1/Col5a2/Cflar/Adamts4/Lamb3/Col13a1/Mmp11/Mfap4/P3h4/Fkbp10/Nid1/Foxc1/Ecm2/Fgfr4/Lgals3/Mmp14/Scara3/Loxl2/Scx/Myh11/Adamts1/Adamts10/Tnxb/Lama1/Cyp1b1/Adamtsl2/Eng/Dpp4/Matn4/Slc2a10/Hapln2/Pbxip1/Adamtsl4/Col24a1/Col8a2/Hspg2/Pdpn/Tnfrsf1b/Mmp23/Emilin1/Pdgfra/Antxr2/Dmp1/Cav1/Tnfrsf1a/Mansc4/Ercc2/Aplp1/Apbb1/Crispld2/Ets1/Phldb1/Loxl1/Smad3/Myo1e/Impg1/Col6a4/Col6a5/Lamb2/Col4a6/Egfl6/Gpm6b/Col22a1/Lox/Hpse2/Spint1/Postn/Tie1/Foxc2/Col5a3/Adamts7",72,"negative vs positive","negative","positive","Extracellular Structure Organization","Extracellular
Structure
Organization"
"139","BP","GO:0043122","regulation of canonical NF-kappaB signal transduction","53/2342","221/15618",0.239819004524887,1.59927122658825,3.7684272587592,0.000269256265060994,0.00808052222830414,0.00677839594702026,"Casp8/Ikbke/Traf5/Tnfaip3/Edar/Irak3/Fbxw11/Irgm2/Igtp/Tifab/Ajuba/Card6/Irak4/Mas1/Jmjd8/Ltb/Unc5cl/Traf2/Traf1/Capn3/Il1a/Sirpa/Tnfsf10/Trim59/S100a13/Otud7b/Alpk1/Tifa/Gbp7/Tlr4/Trim32/Tlr6/Rhoh/Hspb1/Cav1/Cd4/Tnfrsf1a/Clec7a/Nup62/Sphk2/Trim5/Trim12a/Trim30a/Gprc5b/Tlr3/Casp1/Nlrx1/Rora/Tlr8/Tlr7/Ticam1/Tlr9/Eda",53,"negative vs positive","negative","positive","Regulation Of Canonical Nf-Kappab Signal Transduction","Regulation
Of
Canonical
Nf-Kappab
Signal
Transduction"
"140","BP","GO:0043129","surfactant homeostasis","12/2342","23/15618",0.521739130434783,3.47930048639216,4.99757157423438,3.36776582770856e-05,0.00150023443356205,0.00125848091456478,"Pla2g4a/Tmem63a/Adgrf5/Vegfa/Tmem63b/Epas1/Fgf7/Rcn3/Itgb6/Oas1c/Oas1b/Oas1a",12,"negative vs positive","negative","positive","Surfactant Homeostasis","Surfactant
Homeostasis"
"141","BP","GO:0043299","leukocyte degranulation","26/2342","71/15618",0.366197183098592,2.44204423810154,5.11496995832399,5.8656557441466e-06,0.000380067830149136,0.000318822245232083,"Cd84/Itgb2/Adora2b/Crhr1/Unc13d/Syk/Cplx2/Ptgdr/Rac2/Nckap1l/Ptgds/Stxbp1/Spi1/Adora3/Ptafr/Fgr/Nppa/Lat2/Nkg7/Sphk2/Fes/Itgam/Cbl/Il13ra2/Ccr2/Btk",26,"negative vs positive","negative","positive","Leukocyte Degranulation","Leukocyte
Degranulation"
"142","BP","GO:0043300","regulation of leukocyte degranulation","19/2342","46/15618",0.41304347826087,2.75444621839379,5.00501526809239,1.43324684348372e-05,0.000763773224443382,0.00064069588359961,"Cd84/Itgb2/Adora2b/Crhr1/Unc13d/Syk/Rac2/Nckap1l/Stxbp1/Spi1/Adora3/Ptafr/Fgr/Nppa/Sphk2/Fes/Itgam/Il13ra2/Ccr2",19,"negative vs positive","negative","positive","Regulation Of Leukocyte Degranulation","Regulation
Of
Leukocyte
Degranulation"
"143","BP","GO:0043303","mast cell degranulation","19/2342","47/15618",0.404255319148936,2.69584097970456,4.89028793831515,2.06952777581091e-05,0.00105361137300659,0.000883828403504206,"Cd84/Adora2b/Crhr1/Unc13d/Syk/Cplx2/Ptgdr/Rac2/Ptgds/Stxbp1/Adora3/Fgr/Nppa/Lat2/Sphk2/Fes/Cbl/Il13ra2/Btk",19,"negative vs positive","negative","positive","Mast Cell Degranulation","Mast Cell
Degranulation"
"144","BP","GO:0043304","regulation of mast cell degranulation","13/2342","30/15618",0.433333333333333,2.88975234842015,4.35139943652305,0.000182034864669465,0.00605372160175357,0.00507820173131648,"Cd84/Adora2b/Crhr1/Unc13d/Syk/Rac2/Stxbp1/Adora3/Fgr/Nppa/Sphk2/Fes/Il13ra2",13,"negative vs positive","negative","positive","Regulation Of Mast Cell Degranulation","Regulation
Of Mast
Cell
Degranulation"
"145","BP","GO:0043410","positive regulation of MAPK cascade","94/2342","448/15618",0.209821428571429,1.39922761376113,3.6010190442394,0.000349304606152049,0.00939113949321075,0.00787781532927499,"Cflar/Fzd5/Gpbar1/Tnfrsf11a/Adora1/Myoc/Fcgr2b/Cd84/Edar/Nodal/Igfbp3/Egfr/Havcr2/Flt4/Pde6g/Pik3cg/Syk/Fgfr4/Ntrk2/Bmp4/Ajuba/Ptk2b/Sorbs3/Cysltr2/Spry2/Fgd2/Ager/Vegfa/Unc5cl/Fzd8/Csf1r/Map3k11/Traf2/Gsn/Spi1/Fgf7/Adra2b/Il1a/Rassf2/Edn3/Birc7/Rnf13/Tlr2/Efna1/Il6ra/Notch2/Ngf/Bank1/Lpar3/Glipr2/Tlr4/Tek/Epha8/Pla2g5/Trp73/Hgf/Fgfr3/Tlr6/Klb/Pdgfra/Ptpn11/P2rx7/Fzd10/Gper1/Tgfa/Wnt7a/Cd4/Ntf3/Clec7a/Il11/C5ar1/Apoe/Kcnn4/Chrna7/P2ry6/Trim5/Trim12a/Trim30a/Fgfr2/Igf2/Tlr3/Gdf15/Nkd1/Icam1/Epor/Npsr1/Cdon/Cspg4/Naip5/Crhr2/Drd4/Tlr9/Ccr1/Ccr2",94,"negative vs positive","negative","positive","Positive Regulation Of Mapk Cascade","Positive
Regulation
Of Mapk
Cascade"
"146","BP","GO:0043616","keratinocyte proliferation","18/2342","48/15618",0.375,2.50074722459436,4.37363453253563,0.000109486289582658,0.00413437631258488,0.00346814708862739,"Zfp36l1/Bcl11b/Ptch1/Fst/Extl3/Snai2/Trp63/Nfatc1/Mdk/Fgf7/Notch2/Zfp36/Fgfr2/Cdh3/Yap1/Cd109/Lrg1/Sfn",18,"negative vs positive","negative","positive","Keratinocyte Proliferation","Keratinocyte
Proliferation"
"147","BP","GO:0045047","protein targeting to ER","8/418","41/15618",0.195121951219512,7.29046563192905,6.68802617890128,1.08384500776586e-05,0.00968957436942678,0.00908718472300534,"Srp54a/Sgtb/Sec61a2/Hspa5/Srp14/Tram1l1/Spcs2/Herpud1",8,"positive vs negative","positive","negative","Protein Targeting To Er","Protein
Targeting
To Er"
"148","BP","GO:0045088","regulation of innate immune response","87/2342","382/15618",0.227748691099476,1.51877841912537,4.31158278769538,2.9502293983382e-05,0.00133509587534321,0.00111995341571001,"Casp8/Ikbke/Rab7b/Ifi204/Ifi203/Dusp10/Traf3ip3/Tnfaip3/Arg1/Appl2/Irak3/Havcr2/Irgm2/Igtp/Cd300lf/Rsad2/Irf4/Syk/Tifab/Pik3r1/Lacc1/Parp14/Tap1/Trim15/Vav1/Unc93b1/Slc15a3/Pik3ap1/Fcna/Dpp4/Ifih1/Spi1/Usp50/Lbp/Tlr2/Alpk1/Tifa/Gbp5/Gbp7/Gbp2/Tlr4/Trim32/Fgr/Pla2g5/Isg15/Tlr1/Tlr6/P2rx7/Ncf1/Lrch4/Cav1/Tril/A2m/Ptpn6/Lag3/Clec7a/Kcnj8/Apoe/Trim5/Trim12a/Trim30a/Hpx/Igf2/Tlr3/Ddx60/Casp1/Nlrx1/Sin3a/Usp27x/Tlr8/Tlr7/Slamf8/Nlrp3/Nlrp1b/Ticam1/Nlrc4/Il12a/Sfn/Oas1c/Oas1b/Oas1a/Gimap3/Trim21/Irf7/Tlr9/Ccr1/Btk",87,"negative vs positive","negative","positive","Regulation Of Innate Immune Response","Regulation
Of Innate
Immune
Response"
