	PBN1-ML02-D	PBN1-ML02-G	PBN1-ML04-D	PBN1-ML04-G	PBN2-FM01-D	PBN2-FM01-G	PBN2-FM02-D	PBN2-FM02-G	SRR1647854	SRR1647855	SRR1647856	SRR1647857	SRR1647858	SRR1647859	SRR6294443	SRR6294444
Rccd1|Rccd1	71	158	231	228	374	0	271	442	89	133	181	286	434	247	1627	1355
Vps33b|Vps33b	1648	1210	1308	6311	1521	0	2124	14	268	363	508	644	525	327	2687	2476
Hddc3|Hddc3	120	477	353	0	333	962	632	0	46	41	66	129	152	142	691	367
Unc45a|Unc45a	1071	1802	1509	887	3778	0	3019	530	248	267	449	511	724	435	4366	3083
Fes|Fes	0	0	101	0	78	0	125	0	0	0	29	40	9	0	79	7
Furin|Furin	868	123	617	1190	1470	272	1483	489	137	154	576	819	357	173	410	316
Man2a2|Man2a2	3551	1246	3369	3184	8927	2516	7118	0	1120	1446	4249	6937	3554	2136	3315	2566
Blm|Blm	582	98	201	88	590	0	762	0	75	85	215	282	86	68	388	342
Crtc3|Crtc3	2033	981	1957	1796	4506	264	4047	3463	86	76	226	326	454	283	356	366
Gm15880|Gm15880	125	0	206	0	466	0	147	0	15	21	57	58	79	60	14	0
Zscan2|Zscan2	29	0	14	0	94	0	82	0	71	75	106	166	166	105	48	21
Iqgap1|Iqgap1	2231	5344	2614	15162	3233	3374	3629	5231	395	504	487	764	989	524	2247	2060
Gm32178|Gm32178	48	0	36	850	11	0	55	0	39	33	59	72	35	33	74	67
Wdr73|Wdr73	2001	56	1191	1234	1298	722	1523	1716	113	114	132	227	327	233	1841	1612
Gm32112|Gm32112	56	69	25	0	35	0	43	0	0	3	4	0	0	6	8	3
Nmb|Nmb	609	472	474	442	860	0	713	0	125	189	148	216	219	190	608	518
Sec11a|Sec11a	6112	6522	3388	10239	5477	5254	4949	13348	93	91	70	110	288	203	2190	2076
Alpk3|Alpk3	14	166	26	0	28	0	13	0	11	8	11	15	32	12	86	42
Zfp592|Zfp592	978	611	614	1448	2920	0	2045	0	300	320	360	617	855	561	1073	846
Pde8a|Pde8a	657	92	475	0	359	0	551	46	0	23	42	65	128	61	91	102
Rps17|Rps17	425	734	235	1348	508	226	484	1436	0	0	0	0	0	0	805	722
Cpeb1|Cpeb1	1755	3883	2619	5064	2887	1790	2931	2951	1138	1428	1657	2686	2493	1507	7533	6975
Ap3b2|Ap3b2	1075	269	1287	4661	4385	959	4517	2460	738	806	979	1337	2019	1210	12023	9823
2900076A07Rik|2900076A07Rik	247	652	327	1523	583	1079	444	128	48	78	31	51	79	84	444	387
Mir1839|Mir1839	8	0	3	0	23	0	16	0	3	2	0	1	2	1	17	17
Whamm|Whamm	1086	61	728	2523	1068	0	636	0	224	271	379	538	909	642	520	398
Homer2|Homer2	824	1765	1305	1017	1498	4485	1499	327	586	779	290	507	1684	1579	935	1779
LOC108167443|LOC108167443	97	0	73	21	16	916	38	2199	18	17	5	16	43	42	128	67
Fam103a1|Fam103a1	1461	2446	1092	6488	1839	1819	1768	5417	15	17	18	34	69	61	1732	1525
3110040N11Rik|3110040N11Rik	606	672	318	608	501	688	636	1074	68	93	106	191	283	171	803	636
Gm32695|Gm32695	5	0	0	0	9	0	28	0	3	7	3	4	24	16	8	0
Btbd1|Btbd1	1026	2079	927	1352	843	1687	741	262	109	113	136	303	429	274	718	963
Gm32903|Gm32903	3	60	23	0	25	0	22	0	68	79	10	20	474	364	0	46
Tm6sf1|Tm6sf1	158	293	236	1569	255	0	373	0	76	93	533	825	284	188	254	99
Hdgfrp3|Hdgfrp3	1282	1353	1243	3430	1559	690	1940	606	332	476	544	949	1213	938	887	1459
Sh3gl3|Sh3gl3	205	0	212	117	122	0	55	640	58	64	14	35	447	395	165	195
Adamtsl3|Adamtsl3	693	978	325	642	342	0	716	0	0	0	0	0	0	10	41	29
Mex3b|Mex3b	107	0	51	944	310	0	98	0	91	89	48	115	93	50	194	171
1700010L04Rik|1700010L04Rik	13	0	0	0	9	0	144	0	20	20	10	16	15	9	11	14
Saxo2|Saxo2	148	0	68	404	222	0	151	229	23	17	20	41	49	40	136	80
Efl1|Efl1	452	889	226	722	866	0	1369	989	93	77	85	140	128	119	1237	602
4933406J10Rik|4933406J10Rik	18	0	5	0	10	0	0	128	12	9	17	13	24	20	13	8
3110009M11Rik|3110009M11Rik	10	0	8	0	43	0	0	0	1	3	2	5	1	2	0	0
Tmc3|Tmc3	336	726	392	866	586	2775	1007	863	24	35	53	94	100	80	105	83
Gm16638|Gm16638	341	250	391	888	753	617	1101	2052	30	30	24	78	87	43	185	105
Il16|Il16	3521	103	2170	1359	12407	4525	8909	0	5	8	51	86	31	23	47	66
Stard5|Stard5	1723	252	1125	1917	2025	1117	2113	6477	14	27	129	199	113	82	363	273
Mesdc1|Mesdc1	232	0	192	652	1449	1194	930	0	48	59	63	161	98	46	104	103
2310034P14Rik|2310034P14Rik	329	0	203	0	733	104	977	1701	4	2	14	23	14	3	129	36
Mesdc2|Mesdc2	7823	7618	5800	13400	8426	10793	9634	17769	173	193	207	474	562	427	5038	4571
Abhd17c|Abhd17c	21	124	80	0	277	813	63	0	45	40	55	88	97	77	175	203
Cemip|Cemip	320	84	377	114	1820	0	1548	0	178	215	3818	3813	82	91	108	165
Gm30440|Gm30440	0	0	0	0	11	0	9	0	23	29	597	431	15	15	0	26
Gm2115|Gm2115	269	0	68	0	311	0	293	0	9	14	38	44	41	32	75	54
Gm26708|Gm26708	108	140	6	0	41	0	29	0	22	31	44	65	49	46	45	57
Arnt2|Arnt2	658	998	879	1839	1363	606	2147	692	1249	2289	2309	4095	3650	2615	2788	1637
Gm30873|Gm30873	102	0	0	0	88	0	24	0	173	287	388	408	667	468	18	39
Fah|Fah	595	488	800	1256	949	0	1185	0	131	161	91	136	1105	638	1632	1286
Zfand6|Zfand6	2223	2524	2194	3281	2881	1801	2722	7106	57	68	48	85	163	108	1696	1577
Folh1|Folh1	1845	458	2108	0	2802	0	2700	0	0	0	0	0	8	2	58	41
Nox4|Nox4	59	138	23	35	42	0	62	0	0	0	0	0	8	11	0	0
Ctsc|Ctsc	2012	610	1064	659	1896	0	2370	3843	0	4	6	8	6	3	163	26
Rab38|Rab38	43	0	28	0	40	0	0	0	0	0	0	4	0	0	22	0
Grm5|Grm5	9970	9331	7694	18339	6848	22589	10280	22916	1509	1679	1453	2611	1812	1244	1735	2298
Prss23|Prss23	918	0	707	1698	846	0	1043	0	42	49	333	529	19	9	156	143
LOC108167445|LOC108167445	0	0	0	0	0	0	0	0	0	0	25	46	0	0	0	0
Tmem135|Tmem135	4179	3677	3132	5965	4266	3043	6540	7102	220	187	250	442	479	367	3839	2422
Fzd4|Fzd4	385	0	385	0	543	3166	1101	1967	15	9	40	58	24	20	27	0
Ccdc81|Ccdc81	28	453	78	597	127	0	201	0	18	27	101	214	90	56	72	18
Me3|Me3	2699	2591	2773	1605	5344	3601	4174	5540	1199	1171	3778	4733	705	831	3923	2274
l7Rn6|l7Rn6	2026	1485	1552	5510	2590	2737	2677	6497	203	228	281	465	491	384	1703	1708
Eed|Eed	804	91	762	1481	2112	1282	2192	177	51	59	90	154	209	137	490	324
LOC108167446|LOC108167446	20	0	49	0	29	0	94	0	17	35	29	30	38	24	34	68
E230029C05Rik|E230029C05Rik	54	0	47	0	36	112	95	0	10	15	13	9	22	16	76	39
2310010J17Rik|2310010J17Rik	21	0	0	54	61	248	35	0	0	0	0	0	10	0	22	7
Picalm|Picalm	2657	1698	2558	2752	3882	36	2975	55	355	444	253	530	1476	814	1541	1776
Ccdc89|Ccdc89	0	0	82	0	178	0	96	0	9	9	20	30	13	9	93	78
Sytl2|Sytl2	2050	2729	2347	3013	2462	294	4277	33	462	690	498	859	339	125	2445	2183
Crebzf|Crebzf	2223	4918	2511	9046	4668	3225	2952	607	832	1007	1492	2254	2013	1138	1622	979
Tmem126a|Tmem126a	2517	1786	1727	4256	2768	3057	2246	3702	56	61	85	156	229	122	1318	1143
Tmem126b|Tmem126b	986	554	656	3532	1156	1922	1484	4653	24	29	54	109	113	60	1068	1180
Ccdc90b|Ccdc90b	919	1548	653	1032	998	0	952	2273	70	68	136	213	259	161	867	810
Dlg2|Dlg2	4529	4174	3314	3527	6637	1949	5231	4989	3814	3879	3271	4979	8095	6734	2506	2952
Gm32353|Gm32353	70	0	26	56	49	0	73	0	73	69	100	128	229	198	27	0
Gm39048|Gm39048	18	0	16	0	42	0	25	0	4	5	0	3	24	25	13	7
4930567K12Rik|4930567K12Rik	5	93	24	41	44	0	22	189	29	36	55	57	100	99	15	10
Ankrd42|Ankrd42	101	1022	390	474	531	0	537	0	172	178	364	553	331	198	1135	913
Gm26944|Gm26944	9071	7535	6481	12389	12364	7585	12878	14678	774	998	1017	1680	2049	1266	3447	4633
Pcf11|Pcf11	2563	3247	2478	2732	3574	2426	3430	1472	554	652	537	823	1252	1037	1229	1107
Ddias|Ddias	82	0	13	0	115	0	106	0	3	6	6	4	3	3	167	107
4632427E13Rik|4632427E13Rik	3719	4721	2119	3494	5512	2576	6380	5592	179	155	210	390	484	274	1564	1574
Rab30|Rab30	1913	2896	1998	3017	1402	3460	1545	2316	148	206	464	801	515	354	750	957
Prcp|Prcp	1858	524	1519	2291	2092	5170	2827	4728	60	62	28	67	99	63	609	637
Gm40448|Gm40448	324	0	586	0	1344	587	1157	0	125	141	83	101	199	206	365	389
Fam181b|Fam181b	142	26	191	0	958	0	730	0	5	6	8	35	36	23	86	55
Gm32647|Gm32647	39	306	109	410	88	0	139	611	0	0	0	4	0	0	31	0
Gab2|Gab2	119	254	267	316	348	442	577	0	122	151	330	599	779	579	1403	1525
Tenm4|Tenm4	3875	8021	4792	19324	4344	12774	3807	13339	2081	2031	1595	2959	845	572	3146	3449
Gm15413|Gm15413	36	0	12	0	22	0	19	0	76	61	84	91	40	29	21	14
Nars2|Nars2	925	277	1726	5527	1949	1138	1745	2056	251	313	314	479	241	243	1913	1088
Mir6394|Mir6394	3	0	9	0	11	0	0	0	16	14	7	8	2	3	0	0
Gm15412|Gm15412	41	0	25	205	51	0	0	0	33	32	32	41	16	13	22	0
Usp35|Usp35	603	758	778	909	1029	643	842	2933	185	272	226	494	768	542	1020	765
Kctd21|Kctd21	253	0	34	261	336	0	333	0	38	43	61	138	78	73	855	806
Alg8|Alg8	1208	2794	1074	836	1409	2139	1999	2800	214	265	220	367	382	303	1237	943
Ndufc2|Ndufc2	2632	2253	1407	1979	2937	2729	2537	6355	51	30	57	168	259	187	4484	4209
Kctd14|Kctd14	0	0	39	0	60	0	29	0	0	2	0	4	3	0	7	0
Thrsp|Thrsp	1722	1358	1030	1606	2676	0	2452	0	28	28	27	46	160	76	98	106
Ints4|Ints4	917	1027	1200	288	2123	2878	1867	0	173	221	306	471	428	270	1872	1683
Aamdc|Aamdc	625	634	671	1461	474	0	643	2515	17	29	25	45	93	57	679	583
LOC102641859|LOC102641859	7	0	11	0	17	0	5	63	4	3	10	8	6	4	11	10
Rsf1|Rsf1	3768	4634	3475	9250	4647	826	3485	1873	506	698	577	910	1102	807	1385	1444
Rsf1os1|Rsf1os1	0	56	17	0	15	0	0	53	0	7	0	0	0	5	4	0
Clns1a|Clns1a	1862	1362	1696	2491	1875	0	2404	4072	137	145	133	338	657	306	3697	2593
Aqp11|Aqp11	535	579	488	0	1084	511	1022	1765	28	34	25	37	42	37	171	176
Myo7a|Myo7a	22	0	260	51	328	0	342	0	107	131	128	139	6	104	1042	621
Capn5|Capn5	242	155	236	155	781	0	1032	0	181	178	203	344	532	308	2070	1903
Omp|Omp	1	0	0	0	0	0	26	0	10	6	8	7	10	5	36	6
Gm16938|Gm16938	53	0	39	0	44	0	66	0	38	36	44	57	44	33	95	153
Pak1|Pak1	4980	2093	3165	4415	7692	1784	7026	7763	1506	1820	917	2678	1640	1133	6782	5084
Gm39050|Gm39050	30	0	44	0	55	0	13	0	12	14	13	10	11	7	7	17
Tsku|Tsku	13	0	53	13	91	0	153	9	8	8	2	4	0	2	20	5
Lrrc32|Lrrc32	131	0	0	0	211	0	454	0	59	33	10	24	39	35	180	41
Acer3|Acer3	2458	1961	2654	5085	3842	2763	3088	2323	75	89	99	169	223	151	1787	1909
Gm15506|Gm15506	452	185	87	0	49	0	122	0	23	26	23	54	59	35	70	42
LOC108167485|LOC108167485	272	4	34	542	11	0	224	0	26	18	36	44	59	31	97	163
Prkrir|Prkrir	664	741	385	679	600	191	567	0	109	143	104	241	218	175	824	512
LOC105243004|LOC105243004	70	224	96	0	125	0	112	0	12	14	11	22	10	12	18	45
Emsy|Emsy	5894	9116	5768	12654	8484	5371	6061	19223	876	1132	1006	1683	1926	1183	2936	3239
Gm8149|Gm8149	385	0	136	0	402	0	152	0	294	274	279	390	464	278	205	41
Gm39055|Gm39055	0	0	0	0	0	0	0	0	30	25	23	27	26	22	22	18
Uvrag|Uvrag	1289	1373	855	291	2571	1455	2550	136	222	224	177	275	220	198	733	398
Dgat2|Dgat2	1249	76	1140	1332	2816	2588	3263	0	134	161	51	133	115	89	2240	989
Gm26705|Gm26705	36	0	0	0	1	0	0	0	0	2	0	5	0	2	7	0
Map6|Map6	1099	581	1605	1178	4072	630	3579	0	1660	1898	1013	1856	835	688	4529	3076
Gm40449|Gm40449	99	277	153	262	77	88	74	0	19	19	12	18	11	7	37	51
Serpinh1|Serpinh1	4526	258	4070	0	4384	0	6636	1749	4	0	2	0	5	4	50	53
Gdpd5|Gdpd5	1031	576	966	963	7624	0	5454	326	206	148	153	232	218	104	1245	874
Klhl35|Klhl35	29	0	30	317	58	0	57	186	15	19	25	22	50	31	19	9
Rps3|Rps3	2548	2999	1253	3699	2506	911	1608	8701	75	95	71	227	432	269	4328	3340
Snord15b|Snord15b	18	0	13	67	11	0	15	0	5	7	4	8	10	3	19	8
Tpbgl|Tpbgl	141	0	50	0	271	0	623	0	2	4	23	53	159	65	3	2
Arrb1|Arrb1	907	1583	1376	3192	3222	445	2856	265	942	1064	1490	2665	6032	3522	3808	2980
Mir326|Mir326	6	7	12	11	10	0	5	0	1	0	0	1	1	1	4	2
Slco2b1|Slco2b1	296	913	591	0	1214	0	2515	0	0	9	5	8	119	56	103	29
Gm34280|Gm34280	5	0	12	0	64	0	106	0	0	0	0	0	30	13	0	0
Spcs2|Spcs2	19718	27606	11909	38029	17721	31108	18747	58363	113	108	122	228	326	281	10982	10883
Xrra1|Xrra1	0	0	55	0	15	0	0	0	13	15	0	10	17	0	63	28
Neu3|Neu3	90	693	27	0	89	0	273	0	16	14	15	36	64	29	228	94
Rnf169|Rnf169	3006	3162	2614	1569	3339	0	3239	1372	1737	1998	803	1277	1594	1209	1193	698
Gm5115|Gm5115	210	0	104	0	13	0	2	0	62	86	43	43	78	59	41	56
Lipt2|Lipt2	153	0	217	0	265	1325	383	0	7	8	10	21	19	12	31	5
Pold3|Pold3	943	1168	1287	2265	1145	2203	970	1196	190	198	150	256	387	313	1813	1292
P4ha3|P4ha3	176	85	213	29	447	0	484	296	43	30	28	37	11	6	99	69
Gm34877|Gm34877	9	0	41	44	23	0	50	0	12	19	0	0	7	9	23	27
Pgm2l1|Pgm2l1	2497	4809	1842	7406	3763	634	3139	12458	1075	1454	409	1042	1272	857	3049	4161
Gpx2-ps1|Gpx2-ps1	37	0	48	6	293	1151	70	0	23	20	12	11	35	12	81	49
Ppme1|Ppme1	3198	1084	2507	2282	6288	1732	6457	10010	543	503	313	541	528	377	6581	4895
Ucp3|Ucp3	58	0	122	0	202	3	204	0	0	0	0	2	0	0	0	27
C2cd3|C2cd3	872	411	780	1215	2205	179	1839	122	210	267	275	430	489	374	1580	1468
Gm10603|Gm10603	21	0	27	0	15	0	24	0	35	64	65	64	145	43	6	28
Ucp2|Ucp2	133	0	83	0	317	0	469	0	4	9	0	11	11	0	573	266
Coa4|Coa4	218	0	207	873	188	0	227	0	23	27	26	71	88	39	226	358
Mrpl48|Mrpl48	1399	1051	718	1077	1586	1949	1354	1319	23	19	33	49	87	69	1071	872
Rab6a|Rab6a	7550	4932	4434	7327	10427	6363	9781	14018	774	1007	597	1514	2264	1349	7037	4381
Gm35082|Gm35082	162	37	140	70	134	94	253	866	0	0	0	9	35	8	0	0
Plekhb1|Plekhb1	7487	4148	5140	910	6569	5632	5685	3734	74	83	74	184	206	140	2133	1460
Relt|Relt	1258	93	1070	626	3483	4497	3847	2668	35	38	183	274	108	56	823	403
Fam168a|Fam168a	5771	6151	6273	10787	10460	21111	7506	3714	666	742	921	1981	1717	737	4373	4369
P2ry6|P2ry6	153	0	169	0	209	0	374	0	5	6	0	3	4	3	38	0
P2ry2|P2ry2	0	0	15	0	56	0	165	0	0	2	0	0	0	0	93	0
Arhgef17|Arhgef17	507	933	702	2481	1529	11	1950	1244	709	707	711	1156	965	527	4606	2637
Stard10|Stard10	241	286	61	699	388	0	278	1742	57	48	61	138	95	55	245	219
Fchsd2|Fchsd2	1392	3373	2014	7833	2339	3792	2224	2782	187	207	645	1052	1384	1002	2348	2318
LOC108167450|LOC108167450	589	147	460	367	958	1070	415	0	18	20	29	32	104	80	91	160
Atg16l2|Atg16l2	2674	1749	2258	4963	6850	895	5109	162	374	399	480	646	1369	781	6047	4224
Arap1|Arap1	155	155	344	370	633	0	933	0	29	23	54	88	104	40	367	164
Gm35219|Gm35219	123	0	63	0	63	0	154	0	7	4	9	7	2	4	4	36
Pde2a|Pde2a	266	423	617	1195	1459	2963	2636	0	1675	1706	990	1565	4707	2974	5658	4981
Inppl1|Inppl1	567	0	224	0	1194	0	1325	0	110	117	166	198	48	18	146	98
LOC102639173|LOC102639173	25	0	17	0	18	0	33	0	0	0	0	5	0	0	0	3
Folr2|Folr2	80	12	97	0	48	0	60	0	4	0	5	8	0	2	0	0
Folr1|Folr1	435	0	78	0	53	0	35	0	3	0	0	0	0	0	10	0
Clpb|Clpb	1142	1423	1211	1130	3340	1048	2498	0	187	249	173	312	444	256	4336	3570
Anapc15|Anapc15	593	429	463	2742	492	0	533	762	51	75	105	176	152	149	1225	888
Tomt|Tomt	52	35	67	0	113	83	100	187	0	0	2	17	0	3	51	51
Lrrc51|Lrrc51	387	562	509	1132	559	0	683	271	12	12	16	44	46	21	895	671
Numa1|Numa1	1471	28	2210	3085	7679	1667	6809	2833	729	809	1171	1606	2117	1426	4967	4075
Rnf121|Rnf121	3040	1198	1872	3351	4201	89	4221	11960	278	157	170	295	296	440	1552	1516
Xntrpc|Xntrpc	294	0	117	1033	114	0	16	0	92	109	64	51	119	114	521	285
Lamtor1|Lamtor1	809	473	648	3537	1493	72	1627	3028	24	38	54	128	116	67	2607	1758
Gm39061|Gm39061	16	42	0	0	12	0	16	0	16	19	32	29	42	30	18	11
Il18bp|Il18bp	206	0	397	1665	441	873	382	0	208	292	206	264	560	388	469	237
Xndc1|Xndc1	677	1030	640	2305	1625	0	1814	266	89	104	205	342	439	258	813	755
Rhog|Rhog	872	0	812	20	1411	0	1945	669	24	21	29	69	93	37	495	389
Nup98|Nup98	3288	5421	2857	14431	1979	1739	1239	1615	547	574	722	1082	1914	1223	1734	1610
Pgap2|Pgap2	1291	495	1079	3749	1462	0	1123	2016	44	50	71	119	140	139	752	778
Rrm1|Rrm1	448	53	538	0	995	853	914	0	56	53	108	182	116	112	734	439
LOC108167452|LOC108167452	0	0	87	0	100	0	72	0	43	57	100	121	52	93	7	7
Olfr543|Olfr543	38	0	96	0	181	0	60	0	8	10	21	25	6	14	24	13
Stim1|Stim1	3283	1375	2811	1888	8021	3250	9074	395	244	268	259	488	614	385	2078	2049
Trim68|Trim68	74	0	153	601	103	0	231	0	51	62	13	20	40	35	749	510
Hbb-bt|Hbb-bt	140	0	26	0	41	201	55	279	0	0	0	0	0	0	48	0
Hbb-bs|Hbb-bs	991	222	434	113	903	715	625	1042	0	0	0	0	0	0	148	60
Dnajc19-ps|Dnajc19-ps	20	21	18	100	0	0	4	0	0	0	0	0	0	1	4	0
Trim34a|Trim34a	45	0	19	0	72	0	18	0	0	2	0	0	0	0	167	41
Trim5|Trim5	29	0	54	0	4	0	68	0	0	0	0	0	0	0	12	0
Trim12a|Trim12a	15	0	50	0	59	0	20	0	0	0	0	0	0	0	21	37
Trim12c|Trim12c	140	0	167	1335	21	0	324	0	0	0	0	0	0	0	34	6
Gm36430|Gm36430	0	0	33	0	28	0	23	0	0	0	0	0	0	0	3	6
Trim30a|Trim30a	62	0	40	0	129	0	34	0	0	0	0	0	0	0	74	33
Olfr658|Olfr658	0	0	6	490	9	0	58	0	0	0	0	0	0	2	17	0
Olfr691|Olfr691	3	0	37	0	76	0	42	0	8	7	7	6	17	12	11	18
Olfr692|Olfr692	0	0	39	0	20	0	5	0	20	23	20	20	28	28	1	12
Fam160a2|Fam160a2	646	312	1078	2084	3683	1087	2874	0	689	775	545	776	913	722	3379	2388
Cnga4|Cnga4	86	410	123	225	44	1025	142	1651	61	72	35	60	34	25	114	173
Cckbr|Cckbr	820	426	991	4313	763	6088	1660	0	792	796	351	697	126	55	612	523
Hpx|Hpx	13	0	3	0	56	0	9	0	0	0	0	3	0	0	32	16
Gm36847|Gm36847	4	0	15	0	74	51	44	0	4	2	0	2	4	3	62	59
Apbb1|Apbb1	3081	739	3565	1842	14037	3007	14723	3380	422	328	398	766	936	556	14615	11089
Prkcdbp|Prkcdbp	599	736	632	699	706	44	867	889	19	13	7	16	17	11	321	156
Smpd1|Smpd1	10050	7294	7681	4362	18626	30167	20029	26506	217	212	218	603	458	270	8885	7542
Trim3|Trim3	2346	718	1641	4063	8052	0	6255	0	764	884	865	1160	1255	760	5283	3327
Arfip2|Arfip2	982	63	1022	3492	2964	0	2585	5131	393	373	421	713	823	542	4262	3274
Dnhd1|Dnhd1	313	1527	475	629	398	989	244	0	231	302	468	554	810	546	897	683
Timm10b|Timm10b	1760	2207	836	3058	1142	1409	1486	986	45	29	102	150	214	117	2158	1569
Ilk|Ilk	2018	266	1963	1301	4234	1898	4195	0	135	172	168	325	388	280	3594	3160
Taf10|Taf10	14	0	24	191	25	0	23	0	18	11	21	36	55	32	70	28
Rrp8|Rrp8	568	0	610	330	1359	140	718	0	17	15	36	88	87	63	751	478
Dchs1|Dchs1	105	0	237	1051	989	0	1158	0	40	39	561	932	973	497	439	450
LOC108167454|LOC108167454	7	0	0	75	13	0	5	0	0	2	13	10	3	2	4	3
Mrpl17|Mrpl17	1276	1607	719	1571	2087	6043	1575	0	192	240	452	828	628	349	2791	2452
Gm8995|Gm8995	152	0	114	0	100	1994	185	0	0	0	0	0	0	0	0	0
Tpp1|Tpp1	13472	4962	8839	13214	16741	10052	19266	21275	448	586	689	989	1153	729	5369	5087
Syt9|Syt9	400	640	375	0	1204	0	1249	0	28	31	0	11	69	40	451	254
Ppfibp2|Ppfibp2	1482	74	2038	86	1647	71	2187	0	37	30	0	15	31	17	432	299
Cyb5r2|Cyb5r2	0	0	41	149	0	0	91	1461	3	2	0	0	2	2	448	414
Olfml1|Olfml1	6731	553	7409	0	6042	0	11729	0	0	0	4	9	17	6	132	72
Eif3f|Eif3f	1611	483	774	2302	1427	0	1094	313	91	99	96	215	352	207	387	368
Lmo1|Lmo1	321	1099	242	2060	499	0	352	1496	3	0	0	0	21	8	239	92
LOC108167455|LOC108167455	0	0	0	0	35	0	0	0	8	8	0	0	6	6	11	0
Stk33|Stk33	57	680	21	6	100	0	47	0	0	0	0	4	0	5	139	133
1700095J03Rik|1700095J03Rik	0	0	60	0	0	0	25	0	0	0	0	0	12	4	212	35
Trim66|Trim66	228	736	445	1116	1104	0	1002	0	516	527	426	775	823	444	2670	2345
Gm39067|Gm39067	0	0	0	0	0	0	0	0	20	27	5	6	22	14	0	0
Gm32309|Gm32309	0	0	21	0	0	0	0	0	146	222	31	54	120	78	6	0
Tub|Tub	1440	1466	1335	3526	2317	2861	1776	2958	2277	3194	961	1636	2629	1949	4698	4266
Ric3|Ric3	10049	9145	4012	7207	12680	11422	10865	21319	514	608	688	1383	1173	912	6050	5864
Snora3|Snora3	11	0	13	40	16	0	29	0	11	9	15	28	31	15	11	18
St5|St5	1493	548	1359	485	5224	0	4346	423	86	102	1065	1479	274	170	1351	1032
Akip1|Akip1	329	106	169	1059	82	0	180	0	5	5	7	23	15	13	258	162
BC051019|BC051019	5	122	25	0	46	0	115	0	0	0	4	2	0	0	14	0
Rpl27a|Rpl27a	1015	1038	411	1281	998	704	1058	2095	31	39	30	86	94	69	502	439
Ascl3|Ascl3	0	0	23	0	52	0	39	0	0	0	0	3	0	2	4	0
Tmem9b|Tmem9b	14679	12553	11438	14824	18892	18107	21160	37678	154	155	145	403	530	372	5255	2293
Nrip3|Nrip3	3386	3752	3793	8294	4993	4199	4140	4109	191	255	396	842	2830	2010	9360	8999
Dennd5a|Dennd5a	2902	1057	2157	3761	4028	1778	3506	0	504	658	644	1089	1048	653	1772	2263
Tmem41b|Tmem41b	4734	2365	3929	8276	5952	7558	7104	15646	68	68	70	148	230	168	2856	3063
Snora23|Snora23	4	0	7	0	4	0	3	0	10	16	20	27	50	26	4	7
Zfp143|Zfp143	756	236	644	968	1533	0	962	0	45	71	61	103	125	107	350	409
Ipo7|Ipo7	1375	1910	1490	3792	2899	0	3220	2795	195	176	225	438	652	403	1373	1396
Wee1|Wee1	532	1094	435	884	1264	0	882	2959	95	104	94	223	73	61	478	360
Swap70|Swap70	312	0	141	0	899	0	600	0	10	12	126	257	125	94	220	148
Adm|Adm	354	0	437	14	306	0	515	0	0	0	21	42	34	26	68	119
Sbf2|Sbf2	1791	1657	1956	1557	2628	56	1498	3773	1076	1214	1754	2463	2872	2256	1853	1326
LOC108167513|LOC108167513	283	851	317	0	122	0	246	666	21	34	42	70	132	84	59	119
B430319F04Rik|B430319F04Rik	5	0	15	0	28	0	46	0	8	9	43	40	21	16	14	0
Ampd3|Ampd3	174	644	527	1727	982	0	1340	123	83	77	202	360	207	132	984	1090
Rnf141|Rnf141	1614	0	1633	808	2190	3122	3034	424	220	227	294	493	516	440	1953	2417
Gm39069|Gm39069	336	390	197	637	408	0	366	2604	14	16	33	54	58	30	146	81
Ctr9|Ctr9	2353	2099	2021	3510	3688	1744	4012	6211	141	155	162	315	313	285	3522	3478
Eif4g2|Eif4g2	6468	3053	6146	10121	14741	4164	15575	4187	1419	1796	1632	3879	3616	2663	21073	16906
1700012D14Rik|1700012D14Rik	195	237	141	32	371	255	384	441	5	0	12	16	20	23	120	94
Galnt18|Galnt18	1179	686	1137	2240	2565	0	3692	2598	240	211	186	288	456	391	758	840
Usp47|Usp47	1935	2509	1495	7075	3679	621	3867	3407	401	429	450	715	1028	814	1874	2165
Dkk3|Dkk3	3449	7024	2968	5047	4350	8582	5540	4938	1400	1665	107	434	634	464	8345	8959
Micalcl|Micalcl	118	0	124	0	312	0	124	0	39	33	188	263	68	43	40	3
Mical2|Mical2	2475	1508	1519	2282	8745	1245	7830	497	6566	5609	4419	6681	4137	2306	3670	2753
Parva|Parva	483	129	499	975	1651	1679	1332	0	66	75	117	263	185	158	1955	1453
LOC108167456|LOC108167456	0	0	0	0	25	0	0	0	6	9	9	13	27	17	25	3
LOC102636183|LOC102636183	0	231	12	0	18	0	0	0	0	3	4	11	10	13	15	0
Rassf10|Rassf10	0	0	0	0	68	0	78	0	0	1	2	6	1	3	8	21
Tead1|Tead1	198	59	446	64	508	0	410	194	97	86	65	152	253	180	225	121
Arntl|Arntl	1163	1263	1319	822	2878	339	2415	696	366	355	148	303	268	218	792	466
Btbd10|Btbd10	1873	1339	1537	6089	2505	3323	1900	2175	335	349	194	298	354	337	2836	2033
Gm33721|Gm33721	208	0	218	424	508	149	210	109	190	152	96	126	124	92	20	20
Far1|Far1	4214	5639	3851	7571	4416	2277	3762	1639	757	844	709	1097	1026	798	4485	3933
